sensor,date,tile,orbit,platform,cloud,lat,lon,nodata
landsat,2021-10-25,171/025,171,landsat-8,77.72,50.26456,46.206689714999996,77.72
landsat,2021-10-24,172/029,172,landsat-7,96.0,44.63055,42.21663325,96.0
landsat,2021-10-24,172/028,172,landsat-7,100.0,46.05181,42.718403519999995,100.0
landsat,2021-10-24,172/027,172,landsat-7,84.0,47.47493,43.24544378,84.0
landsat,2021-10-24,172/026,172,landsat-7,60.0,48.887235000000004,43.803324090000004,60.0
landsat,2021-10-24,172/025,172,landsat-7,4.0,50.304765,44.394874439999995,4.0
landsat,2021-10-23,173/029,173,landsat-8,0.36,44.594260000000006,40.912023415,0.36
landsat,2021-10-23,173/028,173,landsat-8,32.7,46.015645,41.430653664999994,32.7
landsat,2021-10-23,173/027,173,landsat-8,85.95,47.43521,41.97027394,85.95
landsat,2021-10-23,173/026,173,landsat-8,81.11,48.85183,42.466429445,81.11
landsat,2021-10-23,173/025,173,landsat-8,64.78,50.265545,43.053409810000005,64.78
landsat,2021-10-22,174/029,174,landsat-7,3.0,44.6318,39.15897819,3.0
landsat,2021-10-22,174/028,174,landsat-7,0.0,46.051469999999995,39.672258424999995,0.0
landsat,2021-10-22,174/027,174,landsat-7,4.0,47.473745,40.213883685,4.0
landsat,2021-10-22,174/026,174,landsat-7,32.0,48.89295,40.775893995000004,32.0
landsat,2021-10-22,174/025,174,landsat-7,84.0,50.31015,41.356304295,84.0
landsat,2021-10-21,175/028,175,landsat-8,1.24,46.01593,38.297988755,1.39
landsat,2021-10-21,175/027,175,landsat-8,5.62,47.43318,38.84910405,6.4
landsat,2021-10-21,175/026,175,landsat-8,19.39,48.85053,39.42333937,19.39
landsat,2021-10-21,175/025,175,landsat-8,51.94,50.264714999999995,40.02592972,51.94
landsat,2021-10-20,176/028,176,landsat-7,0.0,46.0523,36.542033505,2.0
landsat,2021-10-20,176/027,176,landsat-7,0.0,47.47355,37.068143795,0.0
landsat,2021-10-20,176/026,176,landsat-7,5.0,48.888095,37.625734109999996,5.0
landsat,2021-10-20,176/025,176,landsat-7,16.0,50.30511,38.214214435,16.0
landsat,2021-10-19,177/025,177,landsat-8,19.58,50.265240000000006,36.874439815,19.58
landsat,2021-10-17,171/029,171,landsat-7,28.0,44.629850000000005,43.770323225,28.0
landsat,2021-10-17,171/028,171,landsat-7,78.0,46.052435,44.28682846,78.0
landsat,2021-10-17,171/027,171,landsat-7,73.0,47.469635,44.822893730000004,73.0
landsat,2021-10-17,171/026,171,landsat-7,100.0,48.88973,45.38746905,100.0
landsat,2021-10-17,171/025,171,landsat-7,100.0,50.30547,45.977589355,100.0
landsat,2021-10-16,172/029,172,landsat-8,8.75,44.595575,42.40449352,8.75
landsat,2021-10-16,172/028,172,landsat-8,35.91,46.01626,42.91681879,35.91
landsat,2021-10-16,172/027,172,landsat-8,40.72,47.434585,43.456149085,40.72
landsat,2021-10-16,172/026,172,landsat-8,62.44,48.850094999999996,44.02990441,62.44
landsat,2021-10-16,172/025,172,landsat-8,3.16,50.265209999999996,44.63115977,3.16
landsat,2021-10-15,173/029,173,landsat-7,16.0,44.630915,40.728913129999995,16.0
landsat,2021-10-15,173/028,173,landsat-7,25.0,46.05058,41.23533836,25.0
landsat,2021-10-15,173/027,173,landsat-7,93.0,47.47116,41.76823363,93.0
landsat,2021-10-15,173/026,173,landsat-7,78.0,48.891670000000005,42.256619130000004,78.0
landsat,2021-10-15,173/025,173,landsat-7,96.0,50.303470000000004,42.829509475,96.0
landsat,2021-10-14,174/029,174,landsat-8,29.33,44.59488,39.34773845,29.24
landsat,2021-10-14,174/028,174,landsat-8,45.73,46.01643,39.876348715,45.55
landsat,2021-10-14,174/027,174,landsat-8,72.81,47.435069999999996,40.426164,72.4
landsat,2021-10-14,174/026,174,landsat-8,98.35,48.85053,40.992004315,98.35
landsat,2021-10-14,174/025,174,landsat-8,98.67,50.266485,41.584749645,98.67
landsat,2021-10-13,175/028,175,landsat-7,86.0,46.049890000000005,38.105268464999995,88.0
landsat,2021-10-13,175/027,175,landsat-7,89.0,47.47064,38.64235376,92.0
landsat,2021-10-13,175/026,175,landsat-7,100.0,48.890055000000004,39.205904035,100.0
landsat,2021-10-13,175/025,175,landsat-7,81.0,50.30398,39.794854365,81.0
landsat,2021-10-12,176/028,176,landsat-8,61.58,46.017070000000004,36.74035379,42.89
landsat,2021-10-12,176/027,176,landsat-8,25.47,47.433475,37.27566909,26.96
landsat,2021-10-12,176/026,176,landsat-8,59.37,48.849914999999996,37.846024415,59.37
landsat,2021-10-12,176/025,176,landsat-8,86.71,50.264579999999995,38.44817477,86.71
landsat,2021-10-11,177/025,177,landsat-7,23.0,50.30552,36.652264485,23.0
landsat,2021-10-09,171/029,171,landsat-8,30.2,44.593675000000005,43.961758485000004,30.2
landsat,2021-10-09,171/028,171,landsat-8,13.63,46.015474999999995,44.485688755,13.63
landsat,2021-10-09,171/027,171,landsat-8,0.35,47.43459,45.037899045,0.35
landsat,2021-10-09,171/026,171,landsat-8,0.19,48.851165,45.611319365,0.19
landsat,2021-10-09,171/025,171,landsat-8,0.01,50.265825,46.21529971,0.01
landsat,2021-10-08,172/028,172,landsat-7,0.0,46.053444999999996,42.731988515,0.0
landsat,2021-10-08,172/027,172,landsat-7,0.0,47.468305,43.255453795,0.0
landsat,2021-10-08,172/026,172,landsat-7,0.0,48.887395,43.81792909,0.0
landsat,2021-10-08,172/025,172,landsat-7,0.0,50.30482,44.40777944,0.0
landsat,2021-10-07,173/029,173,landsat-8,28.99,44.594139999999996,40.919578415000004,28.99
landsat,2021-10-07,173/028,173,landsat-8,30.59,46.015505,41.436498665,30.59
landsat,2021-10-07,173/027,173,landsat-8,1.04,47.435010000000005,41.978218940000005,1.04
landsat,2021-10-07,173/026,173,landsat-8,3.25,48.850655,42.474619450000006,3.25
landsat,2021-10-07,173/025,173,landsat-8,1.11,50.26568,43.061824814999994,1.11
landsat,2021-10-06,174/029,174,landsat-7,64.0,44.63044,39.170498175,76.0
landsat,2021-10-06,174/028,174,landsat-7,29.0,46.050070000000005,39.686003415,30.0
landsat,2021-10-06,174/027,174,landsat-7,1.0,47.472319999999996,40.2220587,1.0
landsat,2021-10-06,174/026,174,landsat-7,0.0,48.891475,40.785888975,0.0
landsat,2021-10-06,174/025,174,landsat-7,0.0,50.304525,41.36658929,0.0
landsat,2021-10-05,175/028,175,landsat-8,87.48,46.016000000000005,38.309843755,95.22
landsat,2021-10-05,175/027,175,landsat-8,62.99,47.433185,38.85722405,70.13
landsat,2021-10-05,175/026,175,landsat-8,99.93,48.850505,39.43168937,99.93
landsat,2021-10-05,175/025,175,landsat-8,98.78,50.26466,40.03669472,98.78
landsat,2021-10-04,176/028,176,landsat-7,78.0,46.05261,36.555623505,67.0
landsat,2021-10-04,176/027,176,landsat-7,69.0,47.472395,37.0820388,68.0
landsat,2021-10-04,176/026,176,landsat-7,18.0,48.88823,37.638254110000005,18.0
landsat,2021-10-04,176/025,176,landsat-7,70.0,50.30388,38.22930943,70.0
landsat,2021-10-03,177/025,177,landsat-8,1.47,50.265455,36.88705981,1.47
landsat,2021-10-01,171/029,171,landsat-7,87.0,44.628654999999995,43.785823210000004,87.0
landsat,2021-10-01,171/028,171,landsat-7,7.0,46.051135,44.300613475,7.0
landsat,2021-10-01,171/027,171,landsat-7,0.0,47.473699999999994,44.839103735,0.0
landsat,2021-10-01,171/026,171,landsat-7,51.0,48.888345,45.39994903,51.0
landsat,2021-10-01,171/025,171,landsat-7,42.0,50.30539,45.992759375,42.0
landsat,2021-09-30,172/029,172,landsat-8,73.8,44.595825000000005,42.415818515,73.8
landsat,2021-09-30,172/028,172,landsat-8,5.29,46.01647,42.93033879,5.29
landsat,2021-09-30,172/027,172,landsat-8,3.01,47.43474,43.468329085,3.01
landsat,2021-09-30,172/026,172,landsat-8,16.28,48.85019,44.042439415000004,16.28
landsat,2021-09-30,172/025,172,landsat-8,29.21,50.265240000000006,44.64407477,29.21
landsat,2021-09-29,173/029,173,landsat-7,26.0,44.630700000000004,40.744033130000005,26.0
landsat,2021-09-29,173/028,173,landsat-7,20.0,46.04894,41.25082336,20.0
landsat,2021-09-29,173/027,173,landsat-7,75.0,47.47086,41.782118635,75.0
landsat,2021-09-29,173/026,173,landsat-7,88.0,48.89062,42.27091414,88.0
landsat,2021-09-29,173/025,173,landsat-7,11.0,50.3037,42.844199474999996,11.0
landsat,2021-09-28,174/029,174,landsat-8,37.42,44.594835,39.36313845,41.1
landsat,2021-09-28,174/028,174,landsat-8,30.88,46.01635,39.888203715,30.72
landsat,2021-09-28,174/027,174,landsat-8,68.49,47.434929999999994,40.440368995,68.55
landsat,2021-09-28,174/026,174,landsat-8,94.17,48.851605000000006,41.008364305,94.17
landsat,2021-09-28,174/025,174,landsat-8,96.61,50.266125,41.601564644999996,96.61
landsat,2021-09-27,175/028,175,landsat-7,26.0,46.05131,38.11899348,33.0
landsat,2021-09-27,175/027,175,landsat-7,34.0,47.472049999999996,38.656568745,40.0
landsat,2021-09-27,175/026,175,landsat-7,98.0,48.888695,39.21843405,98.0
landsat,2021-09-27,175/025,175,landsat-7,93.0,50.30258,39.809949380000006,93.0
landsat,2021-09-26,176/028,176,landsat-8,98.72,46.01601,36.755938785,99.08
landsat,2021-09-26,176/027,176,landsat-8,84.32,47.4337,37.29157909,82.45
landsat,2021-09-26,176/026,176,landsat-8,66.44,48.85006,37.864829415,66.44
landsat,2021-09-26,176/025,176,landsat-8,60.21,50.26465,38.465399770000005,60.21
landsat,2021-09-25,177/025,177,landsat-7,82.0,50.305765,36.664784499999996,82.0
landsat,2021-09-24,170/029,170,landsat-7,100.0,44.624735,45.356998184999995,100.0
landsat,2021-09-24,170/028,170,landsat-7,100.0,46.0503,45.87343841,100.0
landsat,2021-09-21,173/029,173,landsat-8,96.61,44.593895,40.934693409999994,96.61
landsat,2021-09-21,173/028,173,landsat-8,99.99,46.01645,41.455953665,99.99
landsat,2021-09-21,173/027,173,landsat-8,99.14,47.43458,41.996068935,99.14
landsat,2021-09-21,173/026,173,landsat-8,100.0,48.85234,42.490939440000005,100.0
landsat,2021-09-21,173/025,173,landsat-8,96.95,50.26594,43.078654815,96.95
landsat,2021-09-20,174/028,174,landsat-7,36.0,46.05003,39.69396843,36.0
landsat,2021-09-20,174/027,174,landsat-7,58.0,47.470845,40.234088685,59.0
landsat,2021-09-20,174/026,174,landsat-7,87.0,48.88731,40.79186397,87.0
landsat,2021-09-20,174/025,174,landsat-7,100.0,50.30571,41.375234305,100.0
landsat,2021-09-19,175/028,175,landsat-8,86.89,46.016059999999996,38.32168876,83.25
landsat,2021-09-19,175/027,175,landsat-8,90.38,47.43317,38.871434050000005,91.87
landsat,2021-09-19,175/026,175,landsat-8,95.33,48.85043,39.446309365000005,95.33
landsat,2021-09-19,175/025,175,landsat-8,92.84,50.26591,40.049609715,92.84
landsat,2021-09-18,176/028,176,landsat-7,47.0,46.052710000000005,36.56123852,59.0
landsat,2021-09-18,176/027,176,landsat-7,12.0,47.46976,37.0861188,14.0
landsat,2021-09-18,176/026,176,landsat-7,18.0,48.888315,37.646749084999996,18.0
landsat,2021-09-18,176/025,176,landsat-7,96.0,50.305234999999996,38.235674445,96.0
landsat,2021-09-17,177/025,177,landsat-8,42.28,50.265605,36.897534809999996,42.28
landsat,2021-09-15,171/029,171,landsat-7,0.0,44.630044999999996,43.789553225000006,0.0
landsat,2021-09-15,171/028,171,landsat-7,0.0,46.04846,44.304593475,0.0
landsat,2021-09-15,171/027,171,landsat-7,4.0,47.469655,44.843173730000004,4.0
landsat,2021-09-15,171/026,171,landsat-7,70.0,48.888335,45.404144044999995,70.0
landsat,2021-09-15,171/025,171,landsat-7,64.0,50.305335,45.994789355,64.0
landsat,2021-09-14,172/029,172,landsat-8,10.15,44.59599,42.423373514999994,10.15
landsat,2021-09-14,172/028,172,landsat-8,2.32,46.016605,42.938088789999995,2.32
landsat,2021-09-14,172/027,172,landsat-8,0.03,47.43483500000001,43.476444085,0.03
landsat,2021-09-14,172/026,172,landsat-8,0.55,48.85025,44.050794415,0.55
landsat,2021-09-14,172/025,172,landsat-8,6.41,50.26391,44.652704760000006,6.41
landsat,2021-09-13,173/029,173,landsat-7,7.0,44.626655,40.744023145,7.0
landsat,2021-09-13,173/028,173,landsat-7,5.0,46.050225,41.252808355,5.0
landsat,2021-09-13,173/027,173,landsat-7,54.0,47.47213,41.784163629999995,54.0
landsat,2021-09-13,173/026,173,landsat-7,30.0,48.891965,42.270889135000004,30.0
landsat,2021-09-13,173/025,173,landsat-7,55.0,50.3037,42.844199474999996,55.0
landsat,2021-09-12,174/029,174,landsat-8,18.86,44.59483,39.36699345,19.26
landsat,2021-09-12,174/028,174,landsat-8,50.89,46.016295,39.89610371,50.74
landsat,2021-09-12,174/027,174,landsat-8,95.52,47.434835,40.446454,95.46
landsat,2021-09-12,174/026,174,landsat-8,84.73,48.851535,41.012454305,84.73
landsat,2021-09-12,174/025,174,landsat-8,82.6,50.26603,41.605774645,82.6
landsat,2021-09-11,175/028,175,landsat-7,63.0,46.05135,38.12096848,60.0
landsat,2021-09-11,175/027,175,landsat-7,1.0,47.472030000000004,38.658598745,1.0
landsat,2021-09-11,175/026,175,landsat-7,0.0,48.887344999999996,39.218414034999995,0.0
landsat,2021-09-11,175/025,175,landsat-7,82.0,50.30388,39.812099375,82.0
landsat,2021-09-10,176/028,176,landsat-8,0.05,46.016025,36.757843785,0.13
landsat,2021-09-10,176/027,176,landsat-8,0.03,47.435105,37.295554085,0.03
landsat,2021-09-10,176/026,176,landsat-8,0.02,48.850105,37.866914415,0.02
landsat,2021-09-10,176/025,176,landsat-8,0.07,50.26467,38.46970477,0.07
landsat,2021-09-09,177/025,177,landsat-7,0.0,50.304415,36.665014479999996,0.0
landsat,2021-09-08,170/028,170,landsat-7,0.0,46.048925,45.87738341,0.0
landsat,2021-09-07,171/029,171,landsat-8,81.51,44.593835,43.981008485000004,81.51
landsat,2021-09-07,171/028,171,landsat-8,19.56,46.01555,44.50544375,19.56
landsat,2021-09-07,171/027,171,landsat-8,3.19,47.434595,45.054139045,3.19
landsat,2021-09-07,171/026,171,landsat-8,26.27,48.851105000000004,45.630114365,26.27
landsat,2021-09-07,171/025,171,landsat-8,43.14,50.26566,46.232514705,43.14
landsat,2021-09-06,172/028,172,landsat-7,49.0,46.052315,42.74370851,49.0
landsat,2021-09-06,172/027,172,landsat-7,3.0,47.46848,43.267388795,3.0
landsat,2021-09-06,172/026,172,landsat-7,0.0,48.887465,43.828364089999994,0.0
landsat,2021-09-06,172/025,172,landsat-7,2.0,50.303485,44.418529445000004,2.0
landsat,2021-09-05,173/029,173,landsat-8,7.0,44.595245000000006,40.934703405,7.0
landsat,2021-09-05,173/028,173,landsat-8,29.67,46.015164999999996,41.45388366,29.67
landsat,2021-09-05,173/027,173,landsat-8,82.41,47.43461,41.994113935,82.41
landsat,2021-09-05,173/026,173,landsat-8,65.01,48.850995,42.490959445,65.01
landsat,2021-09-05,173/025,173,landsat-8,29.32,50.26594,43.078654815,29.32
landsat,2021-09-04,174/029,174,landsat-7,36.0,44.625,39.180113195000004,40.0
landsat,2021-09-04,174/028,174,landsat-7,47.0,46.04864,39.69587342,47.0
landsat,2021-09-04,174/027,174,landsat-7,16.0,47.4695,40.234158699999995,17.0
landsat,2021-09-04,174/026,174,landsat-7,48.0,48.889885,40.80014897,48.0
landsat,2021-09-04,174/025,174,landsat-7,98.0,50.30435,41.377074289999996,98.0
landsat,2021-09-03,175/028,175,landsat-8,33.05,46.016059999999996,38.32168876,39.64
landsat,2021-09-02,176/028,176,landsat-7,79.0,46.051435,36.565298505,87.0
landsat,2021-09-02,176/027,176,landsat-7,79.0,47.47252,37.089998800000004,78.0
landsat,2021-09-02,176/026,176,landsat-7,92.0,48.88832,37.64660411,92.0
landsat,2021-09-02,176/025,176,landsat-7,95.0,50.303865,38.237914430000004,95.0
landsat,2021-09-01,177/025,177,landsat-8,23.5,50.26567,36.89967981,23.5
landsat,2021-08-30,171/028,171,landsat-7,0.0,46.05118,44.308503474999995,0.0
landsat,2021-08-30,171/027,171,landsat-7,0.0,47.46831,44.847223744999994,0.0
landsat,2021-08-30,171/026,171,landsat-7,0.0,48.885625,45.40826903,0.0
landsat,2021-08-30,171/025,171,landsat-7,0.0,50.303955,45.99914937,0.0
landsat,2021-08-29,172/029,172,landsat-8,0.45,44.59607,42.427148515,0.45
landsat,2021-08-29,172/028,172,landsat-8,1.51,46.01667,42.94195879,1.51
landsat,2021-08-29,172/027,172,landsat-8,0.02,47.434885,43.480509085,0.02
landsat,2021-08-29,172/026,172,landsat-8,0.02,48.85028,44.054974415000004,0.02
landsat,2021-08-29,172/025,172,landsat-8,0.01,50.26392,44.65700976,0.01
landsat,2021-08-28,173/029,173,landsat-7,0.0,44.627945,40.74966814,0.0
landsat,2021-08-28,173/028,173,landsat-7,1.0,46.05149,41.258688365,1.0
landsat,2021-08-28,173/027,173,landsat-7,0.0,47.471965,41.790163629999995,0.0
landsat,2021-08-28,173/026,173,landsat-7,0.0,48.888025,42.27504915,0.0
landsat,2021-08-28,173/025,173,landsat-7,27.0,50.30385,42.852624475,27.0
landsat,2021-08-27,174/029,174,landsat-8,14.29,44.59479,39.37276345,15.85
landsat,2021-08-27,174/028,174,landsat-8,59.49,46.01627,39.900053715,59.36
landsat,2021-08-27,174/027,174,landsat-8,85.51,47.43479,40.450509,85.32
landsat,2021-08-27,174/026,174,landsat-8,88.39,48.85146,41.018544305,88.39
landsat,2021-08-27,174/025,174,landsat-8,93.11,50.26592,41.612039644999996,93.11
landsat,2021-08-26,175/028,175,landsat-7,15.0,46.048680000000004,38.124958480000004,13.0
landsat,2021-08-26,175/027,175,landsat-7,15.0,47.46934,38.662668745000005,16.0
landsat,2021-08-26,175/026,175,landsat-7,0.0,48.88868,39.22678405,0.0
landsat,2021-08-26,175/025,175,landsat-7,2.0,50.302505,39.81639438,2.0
landsat,2021-08-25,176/028,176,landsat-8,0.01,46.01616,36.76368879,0.05
landsat,2021-08-25,176/027,176,landsat-8,0.08,47.433814999999996,37.299534089999995,0.09
landsat,2021-08-25,176/026,176,landsat-8,15.73,48.851479999999995,37.87318441,15.73
landsat,2021-08-25,176/025,176,landsat-8,31.68,50.26468,38.47400977,31.68
landsat,2021-08-24,177/025,177,landsat-7,18.0,50.30188,36.67356948,18.0
landsat,2021-08-23,170/028,170,landsat-7,43.0,46.050205000000005,45.883388425,43.0
landsat,2021-08-22,171/029,171,landsat-8,21.88,44.593835,43.981008485000004,21.88
landsat,2021-08-22,171/028,171,landsat-8,29.37,46.01557,44.50939375,29.37
landsat,2021-08-22,171/027,171,landsat-8,35.78,47.43459,45.058199045,35.78
landsat,2021-08-22,171/026,171,landsat-8,22.59,48.85109,45.634294365,22.59
landsat,2021-08-22,171/025,171,landsat-8,14.8,50.26562,46.236814705,14.8
landsat,2021-08-21,172/029,172,landsat-7,61.0,44.62985,42.244878265,61.0
landsat,2021-08-21,172/028,172,landsat-7,48.0,46.052455,42.7515435,48.0
landsat,2021-08-21,172/027,172,landsat-7,73.0,47.469935,43.27739378,73.0
landsat,2021-08-21,172/026,172,landsat-7,71.0,48.887595000000005,43.838729099999995,71.0
landsat,2021-08-21,172/025,172,landsat-7,44.0,50.303525,44.427204419999995,44.0
landsat,2021-08-20,173/029,173,landsat-8,24.22,44.59383,40.93846841,24.22
landsat,2021-08-20,173/028,173,landsat-8,18.57,46.01645,41.455953665,18.57
landsat,2021-08-20,173/027,173,landsat-8,19.19,47.434505,41.998088935,19.19
landsat,2021-08-20,173/026,173,landsat-8,60.54,48.851085,42.495044445,60.54
landsat,2021-08-20,173/025,173,landsat-8,92.89,50.26601,43.082859815000006,92.89
landsat,2021-08-19,174/028,174,landsat-7,64.0,46.0486,39.70375842,64.0
landsat,2021-08-19,174/027,174,landsat-7,5.0,47.46942,40.242263699999995,6.0
landsat,2021-08-19,174/026,174,landsat-7,3.0,48.88848,40.804233975,3.0
landsat,2021-08-19,174/025,174,landsat-7,5.0,50.30546,41.38786431,5.0
landsat,2021-08-18,175/028,175,landsat-8,1.1,46.016085000000004,38.32564376,1.43
landsat,2021-08-18,175/027,175,landsat-8,19.31,47.4332,38.87346405,22.08
landsat,2021-08-18,175/026,175,landsat-8,20.7,48.850449999999995,39.448399365,20.7
landsat,2021-08-18,175/025,175,landsat-8,4.78,50.26587,40.053909715,4.78
landsat,2021-08-17,176/028,176,landsat-7,3.0,46.050245000000004,36.5731485,9.0
landsat,2021-08-17,176/027,176,landsat-7,8.0,47.46995,37.098058800000004,9.0
landsat,2021-08-17,176/026,176,landsat-7,7.0,48.88975,37.657114095,7.0
landsat,2021-08-17,176/025,176,landsat-7,6.0,50.301285,38.246559425,6.0
landsat,2021-08-16,177/025,177,landsat-8,1.6,50.26567,36.89967981,1.6
landsat,2021-08-14,171/029,171,landsat-7,59.0,44.62877,43.79724323,59.0
landsat,2021-08-14,171/028,171,landsat-7,64.0,46.047155000000004,44.31252347,64.0
landsat,2021-08-14,171/027,171,landsat-7,25.0,47.468315000000004,44.851288735,25.0
landsat,2021-08-14,171/026,171,landsat-7,22.0,48.88696,45.41249405,22.0
landsat,2021-08-14,171/025,171,landsat-7,31.0,50.305285,46.005539354999996,31.0
landsat,2021-08-13,172/029,172,landsat-8,39.74,44.59607,42.427148515,39.74
landsat,2021-08-13,172/028,172,landsat-8,37.91,46.01667,42.94195879,37.91
landsat,2021-08-13,172/027,172,landsat-8,52.86,47.434885,43.480509085,52.86
landsat,2021-08-13,172/026,172,landsat-8,54.04,48.85028,44.054974415000004,54.04
landsat,2021-08-13,172/025,172,landsat-8,43.95,50.26527,44.656989769999996,43.95
landsat,2021-08-12,173/028,173,landsat-7,60.0,46.051429999999996,41.26073837,60.0
landsat,2021-08-12,173/027,173,landsat-7,80.0,47.471940000000004,41.792028619999996,80.0
landsat,2021-08-12,173/026,173,landsat-7,33.0,48.886765,42.279364130000005,33.0
landsat,2021-08-12,173/025,173,landsat-7,49.0,50.30257,42.854664495,49.0
landsat,2021-08-11,174/026,174,landsat-8,78.28,48.851465000000005,41.016539304999995,78.28
landsat,2021-08-11,174/025,174,landsat-8,79.34,50.26594,41.609979644999996,79.34
landsat,2021-08-10,175/028,175,landsat-7,99.0,46.04733,38.125043465000005,98.0
landsat,2021-08-10,175/027,175,landsat-7,90.0,47.46799,38.662653754999994,88.0
landsat,2021-08-10,175/026,175,landsat-7,90.0,48.887335,39.226754035,90.0
landsat,2021-08-10,175/025,175,landsat-7,91.0,50.299825,39.81840936,91.0
landsat,2021-08-09,176/028,176,landsat-8,66.97,46.01616,36.76368879,80.32
landsat,2021-08-09,176/027,176,landsat-8,54.18,47.433814999999996,37.299534089999995,51.3
landsat,2021-08-09,176/026,176,landsat-8,34.98,48.850139999999996,37.871094415,34.98
landsat,2021-08-09,176/025,176,landsat-8,6.63,50.26468,38.47400977,6.63
landsat,2021-08-08,177/025,177,landsat-7,69.0,50.30188,36.67356948,69.0
landsat,2021-08-07,170/028,170,landsat-7,0.0,46.050245000000004,45.881418425,0.0
landsat,2021-08-06,171/029,171,landsat-8,0.02,44.59387,43.982928485,0.02
landsat,2021-08-06,171/028,171,landsat-8,0.0,46.01557,44.50939375,0.0
landsat,2021-08-06,171/027,171,landsat-8,0.04,47.43459,45.058199045,0.04
landsat,2021-08-06,171/026,171,landsat-8,0.02,48.85109,45.634294365,0.02
landsat,2021-08-06,171/025,171,landsat-8,0.01,50.26562,46.236814705,0.01
landsat,2021-08-05,172/029,172,landsat-7,2.0,44.627045,42.23937326,2.0
landsat,2021-08-05,172/025,172,landsat-7,54.0,50.300805,44.422934420000004,54.0
landsat,2021-08-04,173/029,173,landsat-8,8.19,44.59383,40.93846841,8.19
landsat,2021-08-04,173/028,173,landsat-8,26.08,46.01645,41.455953665,26.08
landsat,2021-08-04,173/027,173,landsat-8,66.56,47.434505,41.998088935,66.56
landsat,2021-08-04,173/026,173,landsat-8,51.36,48.851085,42.495044445,51.36
landsat,2021-08-04,173/025,173,landsat-8,49.19,50.26601,43.082859815000006,49.19
landsat,2021-08-03,174/028,174,landsat-7,1.0,46.04733,39.69393343,1.0
landsat,2021-08-03,174/027,174,landsat-7,1.0,47.4695,40.23408869,1.0
landsat,2021-08-03,174/026,174,landsat-7,23.0,48.888605,40.796153985000004,23.0
landsat,2021-08-03,174/025,174,landsat-7,61.0,50.30166,41.3770393,61.0
landsat,2021-08-02,175/028,175,landsat-8,0.96,46.016085000000004,38.32564376,1.24
landsat,2021-08-02,175/027,175,landsat-8,0.16,47.433195,38.87752405,0.18
landsat,2021-08-02,175/026,175,landsat-8,0.35,48.85044,39.452579365,0.35
landsat,2021-08-02,175/025,175,landsat-8,0.97,50.264525,40.05390972,0.97
landsat,2021-08-01,176/028,176,landsat-7,1.0,46.047315,36.56147852,4.0
landsat,2021-08-01,176/027,176,landsat-7,1.0,47.46841,37.086303785,2.0
landsat,2021-08-01,176/026,176,landsat-7,4.0,48.88697,37.646679105,4.0
landsat,2021-08-01,176/025,176,landsat-7,4.0,50.303929999999994,38.237914430000004,4.0
landsat,2021-07-31,177/025,177,landsat-8,16.69,50.265744999999995,36.90388981,16.69
landsat,2021-07-29,171/029,171,landsat-7,0.0,44.627305,43.785763225,0.0
landsat,2021-07-29,171/028,171,landsat-7,0.0,46.049825,44.30265346,0.0
landsat,2021-07-29,171/027,171,landsat-7,1.0,47.471035,44.841128745,1.0
landsat,2021-07-29,171/026,171,landsat-7,19.0,48.884325000000004,45.402034045,19.0
landsat,2021-07-29,171/025,171,landsat-7,37.0,50.301294999999996,45.99472936,37.0
landsat,2021-07-28,172/029,172,landsat-8,54.14,44.596154999999996,42.430923515,54.14
landsat,2021-07-28,172/028,172,landsat-8,0.8,46.015385,42.94592378,0.8
landsat,2021-07-28,172/027,172,landsat-8,4.8,47.434934999999996,43.484564085,4.8
landsat,2021-07-28,172/026,172,landsat-8,10.95,48.850314999999995,44.059149415,10.95
landsat,2021-07-28,172/025,172,landsat-8,17.01,50.26393,44.66131976,17.01
landsat,2021-07-27,173/028,173,landsat-7,100.0,46.050290000000004,41.251003374999996,100.0
landsat,2021-07-27,173/027,173,landsat-7,84.0,47.472125000000005,41.78407862,84.0
landsat,2021-07-27,173/026,173,landsat-7,24.0,48.88656,42.26918413,24.0
landsat,2021-07-27,173/025,173,landsat-7,6.0,50.30243,42.84830949,6.0
landsat,2021-07-26,174/029,174,landsat-8,16.54,44.5948,39.37853845,11.45
landsat,2021-07-26,174/028,174,landsat-8,6.33,46.016239999999996,39.904003715,6.19
landsat,2021-07-26,174/027,174,landsat-8,15.08,47.434740000000005,40.454564000000005,14.41
landsat,2021-07-26,174/026,174,landsat-8,1.34,48.85133,41.024714305,1.34
landsat,2021-07-26,174/025,174,landsat-8,1.44,50.26583,41.616244644999995,1.44
landsat,2021-07-25,175/028,175,landsat-7,3.0,46.049975,38.117108465,5.0
landsat,2021-07-25,175/027,175,landsat-7,0.0,47.47067,38.654523760000004,0.0
landsat,2021-07-25,175/026,175,landsat-7,0.0,48.885995,39.218419049999994,0.0
landsat,2021-07-25,175/025,175,landsat-7,8.0,50.303925,39.809904365,8.0
landsat,2021-07-24,176/028,176,landsat-8,2.56,46.01622999999999,36.76755879,5.26
landsat,2021-07-24,176/027,176,landsat-8,6.42,47.43392,37.305534089999995,7.65
landsat,2021-07-24,176/026,176,landsat-8,10.15,48.85017,37.877359415,10.15
landsat,2021-07-24,176/025,176,landsat-8,38.08,50.264735,38.48046477,38.08
landsat,2021-07-23,177/025,177,landsat-7,0.0,50.304415,36.665014479999996,0.0
landsat,2021-07-22,170/029,170,landsat-7,65.0,44.624735,45.356998184999995,65.0
